store,address,,,phone,address2,Latitude,Longitude
여의도SK증권빌딩점,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,,,02-6484-5150,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,37.5198496,126.9288515
현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,,,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,,
위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,,,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,37.4797341,127.1440951
한성대입구역점,서울특별시 성북구 삼선교로 12 1층,,,02-766-7951,서울특별시 성북구 삼선교로 12 1층,37.5876061,127.0071529
한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층,,,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,37.4966281,127.055214
논현201-5번지점,"서울특별시 강남구  강남대로112길 20 1층, 2층  ",,,02-541-9563,"서울특별시 강남구 강남대로112길 20 1층, 2층",37.5054749,127.0260407
수원송죽DT점,경기도 수원시 장안구 경수대로 989,,,031-248-6086,경기도 수원시 장안구 경수대로 989,37.3050129,127.0029155
동교동삼거리점,서울특별시 마포구 양화로 196(동교동),,,02-336-9198,서울특별시 마포구 양화로 196(동교동),37.5583346,126.9264846
성남신흥점,경기도 성남시 수정구 수정로 190 (신흥동),,,031-759-6675,경기도 성남시 수정구 수정로 190 (신흥동),37.4502975,127.1497231
응암동점,"서울시 은평구 은평로 121(응암동), 메디컬빌딩  ",,,02-389-6283,"서울특별시 은평구 은평로 121(응암동), 메디컬빌딩",37.6004562,126.9210757
양천향교역점,서울특별시 강서구 강서로 457(마곡동),,,02-3665-9506,서울특별시 강서구 강서로 457(마곡동),37.5764888,126.8307466
성균관대 자연과학캠퍼스점,"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층  ",,,031-278-7640,"경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",37.2939419,126.9754234
마곡마커스빌딩점,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,,,02-6905-3030,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,37.5595843,126.8350639
방이역4번출구점,서울 송파구 방이동 206-11,,,02-420-0386,서울특별시 송파구 방이동 206-11,37.5093116,127.1257862
IFC MALL 3호점,서울시 영등포구 국제금융로10 IFC Mall L2(2층),,,02-6137-5056,서울특별시 영등포구 국제금융로10 IFC Mall L2(2층),37.5249367,126.9252845
동탄능동DT점,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)  ",,,031-267-4182,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",37.211684,127.0563643
수원인계DT점,경기도 수원시 팔달구 인계로79 (인계동),,,031-898-8818,경기도 수원시 팔달구 인계로79 (인계동),37.2689268,127.0265624
인천공항 제2여객터미널 입구점,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),,,032-743-2894,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),37.4672221,126.4346595
부산서면서전로점,"부산광역시 부산진구 서전로 12, 1층  ",,,051-819-8708,"부산광역시 부산진구 서전로 12, 1층",35.1575195,129.0608886
분당차병원본관앞점,경기도 성남시 분당구 야탑로64 DS타워 1층,,,031-8017-8243,경기도 성남시 분당구 야탑로64 DS타워 1층,37.4094716,127.1259514
신용산역래미안점,서울시 용산구 한강대로95,,,02-2074-1049,서울특별시 용산구 한강대로95,37.5287967,126.9671806
선릉역3번출구세방빌딩점,서울특별시 강남구 선릉로 433 세방빌딩 1층,,,02-2051-9328,서울특별시 강남구 선릉로 433 세방빌딩 1층,37.50375,127.0488959
광명아브뉴프랑점,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,,,02-899-7460,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,37.456254,127.1615181
새문안로점,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층   ",,,02-739-5806,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층",37.5704347,126.9747439
문정동환인제약빌딩점,서울특별시 송파구 법원로6길 11 환인빌딩 1층,,,02-449-9569,서울특별시 송파구 법원로6길 11 환인빌딩 1층,37.5627426,126.9843425
경희대점,서울시 동대문구 경희대로 10 (회기동),,,02-3295-4552,서울특별시 동대문구 경희대로 10 (회기동),37.5923663,127.0526497
파주DT점,경기도 파주시 문발로 131,,,031-8070-0028,경기도 파주시 문발로 131,37.7071667,126.6869133
창원시티세븐점,"경상남도 창원시 성산구 원이대로 320, 더시티세븐S-105호(대원동)  ",,,055-600-5361,"경상남도 창원시 성산구 원이대로 320, 더시티세븐S-105호(대원동)",35.239659,128.6544233
종로구청앞점,서울특별시 종로구 종로3길 34,,,02-739-6151,서울특별시 종로구 종로3길 34,37.5718353,126.9794679
상수역점,"서울시 마포구 와우산로10길 3, 엘케이빌딩 1~3층  ",,,02-325-6804,"서울특별시 마포구 와우산로10길 3, 엘케이빌딩 1~3층",37.5481084,126.9231717
안양시청앞점,"경기도 안양시 동안구 시민대로 260, 1층 104,105호  ",,,031-5177-4770,"경기도 안양시 동안구 시민대로 260, 1층 104,105호",37.3918595,126.9571155
하남신세계백화점 B1점,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관  ",,,031-8072-1641,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관",37.5458325,127.2223518
종로센트로폴리스점,"서울시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6  ",,,02-6370-5845,"서울특별시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6",37.5716155,126.9833532
잠실향군타워점,서울특별시 송파구 올림픽로35길 123 1층,,,02-412-8812,서울특별시 송파구 올림픽로35길 123 1층,37.5213517,127.1026097
부산서면점,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,,,051-802-4282,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,35.1563184,129.0580556
영종도운서역점,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)  ",,,032-746-9822,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)",37.4941555,126.4918914
동대입구역점,"서울시 중구 장충동2가 188-11, 188-4, 188-5  ",,,02-2264-8247,"서울특별시 중구 장충동2가 188-11, 188-4, 188-5",37.5597027,127.0052075
해운대센텀호텔점,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,,,051-743-5088,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,35.1678073,129.1328308
교대법원점,"서울 서초구 서초중앙로 156, 1층  ",,,02- 3664-7716,"서울특별시 서초구 서초중앙로 156, 1층",37.4956018,127.0135087
부천북부역사거리점,경기도 부천시 부천로25,,,032-655-8954,경기도 부천시 부천로25,37.4866431,126.7829404
부산남포역점,부산 중구 해관로 1 희남빌딩 1층,,,051-246-6284,부산 중구 해관로 1 희남빌딩 1층,35.1053681,129.035314
광주상무역점,"광주 서구 상무중앙로 9, 동양빌딩 1F  ",,,062-385-8371,"광주광역시 서구 상무중앙로 9, 동양빌딩 1F",35.1477411,126.8479351
김포장기DT점,경기도 김포시 태장로 819,,,031-987-0409,경기도 김포시 태장로 819,37.6379309,126.6825156
서초동점,서울특별시 서초구 반포대로70,,,02-3665-9507,서울특별시 서초구 반포대로70,37.4866717,127.01052
남양주화도DT점,경기도 남양주시 경춘로 1641,,,031-591-2406,경기도 남양주시 경춘로 1641,37.6373116,127.2182144
선정릉역점,서울시 강남구 봉은사로 331 SH빌딩점 B1-1층,,,02-2058-3028,서울특별시 강남구 봉은사로 331 SH빌딩점 B1-1층,37.5101996,127.0429674
화곡역점,서울시 강서구 강서로 162,,,02-766-7952,서울특별시 강서구 강서로 162,37.5413713,126.841038
부천스타필드시티점,경기도 부천시 옥길동 768 부천스타필드시티점 4층,,,02-6386-1423,경기도 부천시 옥길동 768 부천스타필드시티점 4층,37.4666016,126.8247689
송도푸르지오월드마크점,"인천시 연수구 컨벤시아대로 60, 1층  ",,,032-851-6269,"인천시 연수구 컨벤시아대로 60, 1층",37.3973377,126.6506942
광주문화전당역점,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,,,062-236-6591,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,35.1465424,126.9184084
대구228공원앞점,대구광역시 중구 동성로3길 106,,,053-421-7436,대구광역시 중구 동성로3길 106,35.869952,128.5988209
삼성루첸타워점,서울 강남구 대치동 943-2 루첸타워 1층 로비,,,02-994-8879,서울특별시 강남구 대치동 943-2 루첸타워 1층 로비,37.507009,127.0586339
수원AK플라자점,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,,,031-240-2246 ｜ 031-278-7641,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,37.2654762,127.0003508
하나은행을지로본점,서울시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,,,02-338-9179,서울특별시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,37.5664524,126.9818516
선릉KSA한국표준협회점,서울시 강남구 테헤란로69길 5 DT센터점 1층,,,02-3141-7948,서울특별시 강남구 테헤란로69길 5 DT센터점 1층,37.5061942,127.0524311
논현역6번출구앞점,서울시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),,,02-755-3301,서울특별시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),37.5118313,127.0202041
이태원몬드리안호텔점,서울시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,,,02-3775-0548,서울특별시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,37.5285106,126.9931163
광주봉선점,광주광역시 남구 봉선로 168,,,062-671-3371,광주광역시 남구 봉선로 168,35.1228634,126.913529
KB국민은행노원역점,"서울시 노원구 동일로 1405, 1층 일부  ",,,02-930-9486,"서울특별시 노원구 동일로 1405, 1층 일부",37.6562713,127.0624069
수서역원방빌딩점,서울 강남구 광평로 51길 6-23 원방테크사옥 1층,,,02-3473-3830,서울특별시 강남구 광평로 51길 6-23 원방테크사옥 1층,37.4887469,127.1041429
송파헬리오시티점,서울시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),,,02-777-3363,서울특별시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),37.4996704,127.11146
청계천을지로점,서울 중구 남대문로10길 33 1F,,,02-723-1771,서울특별시 중구 남대문로10길 33 1F,37.5672335,126.9836227
서초중앙로점,"서울시 서초구 서초중앙로 209, 해성빌딩 1층  ",,,02-537-2992,"서울특별시 서초구 서초중앙로 209, 해성빌딩 1층",37.5002838,127.0118117
일산동구청점,경기도 고양시 일산동구 정발산로 38,,,031-903-3989,경기도 고양시 일산동구 정발산로 38,37.6566756,126.7731232
부산화명수정역점,"부산광역시 북구 학사로 8  (화명동 2312), 크리스탈타워 2층 201~202호  ",,,051-361-3370,"부산광역시 북구 학사로 8 (화명동 2312), 크리스탈타워 2층 201~202호",35.2240618,129.0087461
용인역북점,경기도 용인시 처인구 역북동 598-7,,,031-323-6886,경기도 용인시 처인구 역북동 598-7,37.2295925,127.1883273
부산중앙역점,부산광역시 중구 중앙대로 102 팬오션빌딩 1F,,,051-466-8856,부산광역시 중구 중앙대로 102 팬오션빌딩 1F,35.1067285,129.0365525
천안신부동점,충남 천안시 동남구 만남로 48,,,041-566-0718,충청남도 천안시 동남구 만남로 48,36.8185777,127.1573768
제주아라점,제주도 제주시 연북로 511,,,064-758-1194,제주특별자치도 제주시 연북로 511,33.4858923,126.518754
