,CustomerID,Freq,SaleAmount,ElapsedDays,Freq_log,SaleAmount_log,ElapsedDays_log,ClusterLabel
657,13218,5,88,128,1.791759469228055,4.48863636973214,4.859812404361672,1
658,13220,21,196,79,3.091042453358316,5.2832037287379885,4.382026634673881,1
659,13221,66,244,241,4.204692619390966,5.501258210544727,5.488937726156687,3
660,13223,5,88,201,1.791759469228055,4.48863636973214,5.308267697401205,1
661,13224,108,1518,61,4.6913478822291435,7.325807502595773,4.127134385045092,3
662,13225,32,3416,4,3.4965075614664802,8.136518252115291,1.6094379124341003,2
663,13226,16,80,274,2.833213344056216,4.394449154672439,5.616771097666572,1
664,13227,9,99,202,2.302585092994046,4.605170185988092,5.313205979041787,1
665,13228,2,200,82,1.0986122886681098,5.303304908059076,4.418840607796598,1
666,13229,10,63,226,2.3978952727983707,4.1588830833596715,5.424950017481403,1
667,13230,587,1638,5,6.376726947898627,7.40184157874383,1.791759469228055,2
668,13232,202,773,13,5.313205979041787,6.651571873589727,2.6390573296152584,2
669,13233,43,1004,75,3.784189633918261,6.912742820493176,4.330733340286331,3
670,13235,58,441,213,4.07753744390572,6.091309882077698,5.365976015021851,3
671,13236,36,416,25,3.6109179126442243,6.0330862217988015,3.258096538021482,0
672,13238,31,298,18,3.4657359027997265,5.700443573390687,2.9444389791664403,0
673,13239,21,327,262,3.091042453358316,5.793013608384144,5.572154032177765,1
674,13240,67,298,97,4.219507705176107,5.700443573390687,4.584967478670572,3
675,13242,13,130,113,2.6390573296152584,4.875197323201151,4.736198448394496,1
676,13243,57,232,204,4.060443010546419,5.4510384535657,5.3230099791384085,3
677,13244,27,38,93,3.332204510175204,3.6635616461296463,4.543294782270004,1
678,13245,16,125,51,2.833213344056216,4.836281906951478,3.9512437185814275,1
679,13246,136,1587,19,4.919980925828125,7.370230641807081,2.995732273553991,2
680,13247,25,328,18,3.258096538021482,5.796057750765372,2.9444389791664403,0
681,13248,26,305,125,3.295836866004329,5.723585101952381,4.836281906951478,3
682,13249,23,546,93,3.1780538303479458,6.304448802421981,4.543294782270004,3
683,13253,36,1572,157,3.6109179126442243,7.360739903058278,5.062595033026967,3
684,13255,13,177,10,2.6390573296152584,5.181783550292085,2.3978952727983707,0
685,13258,36,282,12,3.6109179126442243,5.645446897643238,2.5649493574615367,0
686,13259,81,126,62,4.406719247264253,4.844187086458591,4.143134726391533,3
687,13260,8,142,62,2.1972245773362196,4.962844630259907,4.143134726391533,1
688,13261,9,210,269,2.302585092994046,5.351858133476067,5.598421958998375,1
689,13262,11,125,264,2.4849066497880004,4.836281906951478,5.579729825986222,1
690,13263,1667,4768,2,7.419380582918692,8.469891918298224,1.0986122886681098,2
691,13265,90,1740,54,4.51085950651685,7.462214939768189,4.007333185232471,3
692,13266,187,4428,12,5.236441962829949,8.395929103923198,2.5649493574615367,2
693,13267,211,1969,3,5.356586274672012,7.585788821732034,1.3862943611198906,2
694,13268,433,3624,18,6.073044534100405,8.195609567288775,2.9444389791664403,2
695,13269,315,3513,2,5.755742213586912,8.164510268747042,1.0986122886681098,2
696,13270,1,200,367,0.6931471805599453,5.303304908059076,5.908082938168931,1
697,13271,87,240,38,4.477336814478207,5.484796933490655,3.6635616461296463,3
698,13272,15,96,32,2.772588722239781,4.574710978503383,3.4965075614664802,0
699,13273,16,153,114,2.833213344056216,5.0369526024136295,4.74493212836325,1
700,13276,30,161,64,3.4339872044851463,5.087596335232384,4.174387269895637,3
701,13277,8,176,16,2.1972245773362196,5.176149732573829,2.833213344056216,0
702,13278,46,537,41,3.8501476017100584,6.2878585601617845,3.7376696182833684,3
703,13279,9,73,79,2.302585092994046,4.30406509320417,4.382026634673881,1
704,13280,82,518,123,4.418840607796598,6.251903883165888,4.820281565605037,3
705,13282,37,307,19,3.6375861597263857,5.730099782973574,2.995732273553991,0
706,13283,7,90,60,2.0794415416798357,4.51085950651685,4.110873864173311,1
707,13284,13,91,331,2.6390573296152584,4.5217885770490405,5.805134968916488,1
708,13285,187,2051,24,5.236441962829949,7.62657020629066,3.2188758248682006,2
709,13291,42,233,156,3.7612001156935624,5.455321115357702,5.056245805348308,3
710,13292,31,347,39,3.4657359027997265,5.8522024797744745,3.6888794541139363,0
711,13294,54,453,190,4.007333185232471,6.118097198041348,5.25227342804663,3
712,13295,10,82,360,2.3978952727983707,4.418840607796598,5.8888779583328805,1
713,13296,5,78,138,1.791759469228055,4.3694478524670215,4.9344739331306915,1
714,13297,59,963,8,4.0943445622221,6.871091294610546,2.1972245773362196,2
715,13298,2,96,2,1.0986122886681098,4.574710978503383,1.0986122886681098,0
716,13299,5,30,269,1.791759469228055,3.4339872044851463,5.598421958998375,1
717,13300,20,203,170,3.044522437723423,5.318119993844216,5.14166355650266,1
718,13301,81,345,104,4.406719247264253,5.846438775057725,4.653960350157523,3
719,13302,1,5,156,0.6931471805599453,1.791759469228055,5.056245805348308,1
720,13304,21,238,352,3.091042453358316,5.476463551931511,5.8664680569332965,1
721,13305,81,1232,5,4.406719247264253,7.117205503164344,1.791759469228055,2
722,13307,1,4,121,0.6931471805599453,1.6094379124341003,4.804021044733257,1
723,13308,54,843,23,4.007333185232471,6.738152494595957,3.1780538303479458,0
724,13309,107,1544,8,4.68213122712422,7.3427791893318455,2.1972245773362196,2
725,13310,72,587,29,4.290459441148391,6.376726947898627,3.4011973816621555,3
726,13311,26,305,5,3.295836866004329,5.723585101952381,1.791759469228055,0
727,13313,78,851,23,4.3694478524670215,6.747586526829315,3.1780538303479458,2
728,13314,62,560,2,4.143134726391533,6.329720905522696,1.0986122886681098,0
729,13316,86,5508,38,4.465908118654584,8.614138397472717,3.6635616461296463,2
730,13317,124,1035,67,4.8283137373023015,6.943122422819428,4.219507705176107,3
731,13318,20,304,2,3.044522437723423,5.720311776607412,1.0986122886681098,0
732,13319,476,4724,6,6.1675164908883415,8.460622839927844,1.9459101490553132,2
733,13320,105,1086,79,4.663439094112067,6.99117688712121,4.382026634673881,3
734,13321,11,372,73,2.4849066497880004,5.921578419643816,4.30406509320417,1
735,13322,25,117,18,3.258096538021482,4.770684624465665,2.9444389791664403,0
736,13323,21,175,4,3.091042453358316,5.170483995038151,1.6094379124341003,0
737,13324,75,5205,37,4.330733340286331,8.55756708555451,3.6375861597263857,2
738,13325,12,240,82,2.5649493574615367,5.484796933490655,4.418840607796598,1
739,13327,108,1600,39,4.6913478822291435,7.3783837129967145,3.6888794541139363,2
740,13328,17,680,317,2.8903717578961645,6.523562306149512,5.762051382780177,3
741,13329,17,463,32,2.8903717578961645,6.139884552226255,3.4965075614664802,0
742,13330,53,751,93,3.9889840465642745,6.62273632394984,4.543294782270004,3
743,13332,21,179,15,3.091042453358316,5.19295685089021,2.772588722239781,0
744,13334,265,1764,83,5.583496308781699,7.475905969367397,4.430816798843313,3
745,13336,51,559,78,3.9512437185814275,6.327936783729195,4.3694478524670215,3
746,13338,19,256,158,2.995732273553991,5.54907608489522,5.0689042022202315,1
747,13339,54,326,201,4.007333185232471,5.7899601708972535,5.308267697401205,3
748,13340,134,5770,46,4.90527477843843,8.660600654710967,3.8501476017100584,2
749,13341,42,301,261,3.7612001156935624,5.71042701737487,5.568344503761097,3
750,13343,19,135,178,2.995732273553991,4.912654885736052,5.187385805840755,1
751,13344,116,952,68,4.762173934797756,6.859614903654202,4.23410650459726,3
752,13345,20,141,288,3.044522437723423,4.955827057601261,5.666426688112432,1
753,13347,8,205,71,2.1972245773362196,5.327876168789581,4.276666119016055,1
754,13348,14,136,65,2.70805020110221,4.919980925828125,4.189654742026425,1
755,13349,16,225,11,2.833213344056216,5.420534999272286,2.4849066497880004,0
756,13350,40,287,17,3.713572066704308,5.662960480135946,2.8903717578961645,0
757,13351,16,117,67,2.833213344056216,4.770684624465665,4.219507705176107,1
758,13352,24,321,61,3.2188758248682006,5.7745515455444085,4.127134385045092,3
759,13354,51,604,72,3.9512437185814275,6.405228458030842,4.290459441148391,3
760,13355,32,314,123,3.4965075614664802,5.752572638825633,4.820281565605037,3
761,13356,42,325,81,3.7612001156935624,5.786897381366708,4.406719247264253,3
762,13357,89,321,258,4.499809670330265,5.7745515455444085,5.556828061699537,3
763,13358,29,285,269,3.4011973816621555,5.655991810819852,5.598421958998375,3
764,13359,23,161,64,3.1780538303479458,5.087596335232384,4.174387269895637,1
765,13362,166,1382,10,5.117993812416755,7.232010331664759,2.3978952727983707,2
766,13363,60,710,18,4.110873864173311,6.566672429803241,2.9444389791664403,0
767,13364,10,71,72,2.3978952727983707,4.276666119016055,4.290459441148391,1
768,13365,128,1247,34,4.859812404361672,7.129297548929373,3.5553480614894135,2
769,13366,1,144,51,0.6931471805599453,4.976733742420574,3.9512437185814275,1
770,13368,29,327,257,3.4011973816621555,5.793013608384144,5.552959584921617,3
771,13369,14,149,366,2.70805020110221,5.0106352940962555,5.905361848054571,1
772,13370,39,343,372,3.6888794541139363,5.840641657373398,5.921578419643816,3
773,13372,23,159,90,3.1780538303479458,5.075173815233827,4.51085950651685,1
774,13373,158,1651,61,5.0689042022202315,7.409741954080923,4.127134385045092,3
775,13375,37,442,89,3.6375861597263857,6.093569770045136,4.499809670330265,3
776,13376,53,493,100,3.9889840465642745,6.202535517187923,4.61512051684126,3
777,13379,97,601,27,4.584967478670572,6.400257445308821,3.332204510175204,3
778,13381,172,2029,32,5.153291594497779,7.615791072035833,3.4965075614664802,2
779,13382,15,131,281,2.772588722239781,4.882801922586371,5.641907070938114,1
780,13384,152,2422,31,5.030437921392435,7.792761720816526,3.4657359027997265,2
781,13385,35,281,330,3.58351893845611,5.641907070938114,5.802118375377063,3
782,13388,35,282,132,3.58351893845611,5.645446897643238,4.890349128221754,3
783,13389,51,429,12,3.9512437185814275,6.063785208687608,2.5649493574615367,0
784,13390,13,224,75,2.6390573296152584,5.41610040220442,4.330733340286331,1
785,13391,1,4,204,0.6931471805599453,1.6094379124341003,5.3230099791384085,1
786,13394,155,2392,2,5.049856007249537,7.780303087908373,1.0986122886681098,2
787,13395,21,336,186,3.091042453358316,5.820082930352362,5.231108616854587,3
788,13396,43,600,30,3.784189633918261,6.398594934535208,3.4339872044851463,0
789,13397,38,430,73,3.6635616461296463,6.066108090103747,4.30406509320417,3
790,13398,26,281,193,3.295836866004329,5.641907070938114,5.267858159063328,3
791,13402,39,479,128,3.6888794541139363,6.173786103901937,4.859812404361672,3
792,13403,3,44,18,1.3862943611198906,3.8066624897703196,2.9444389791664403,1
793,13404,11,111,2,2.4849066497880004,4.718498871295094,1.0986122886681098,0
794,13405,27,165,75,3.332204510175204,5.111987788356544,4.330733340286331,1
795,13408,478,16232,2,6.171700597410915,9.694801486310846,1.0986122886681098,2
796,13410,28,518,25,3.367295829986474,6.251903883165888,3.258096538021482,0
797,13411,18,72,108,2.9444389791664403,4.290459441148391,4.6913478822291435,1
798,13414,24,1574,134,3.2188758248682006,7.362010551259734,4.90527477843843,3
799,13416,19,142,44,2.995732273553991,4.962844630259907,3.8066624897703196,0
800,13417,28,162,5,3.367295829986474,5.093750200806762,1.791759469228055,0
801,13418,304,3918,12,5.720311776607412,8.273591798199632,2.5649493574615367,2
802,13419,16,275,64,2.833213344056216,5.62040086571715,4.174387269895637,1
803,13420,8,101,150,2.1972245773362196,4.624972813284271,5.017279836814924,1
804,13421,102,1128,41,4.634728988229636,7.029087564149662,3.7376696182833684,3
805,13422,127,1326,65,4.852030263919617,7.190676034332207,4.189654742026425,3
806,13425,78,1123,109,4.3694478524670215,7.024649030453636,4.700480365792417,3
807,13426,157,2245,1,5.062595033026967,7.716906135298388,0.6931471805599453,2
808,13427,29,545,20,3.4011973816621555,6.302618975744905,3.044522437723423,0
809,13428,71,151,11,4.276666119016055,5.0238805208462765,2.4849066497880004,0
810,13429,67,1390,11,4.219507705176107,7.237778191923443,2.4849066497880004,2
811,13430,49,751,19,3.912023005428146,6.62273632394984,2.995732273553991,0
812,13431,46,672,68,3.8501476017100584,6.511745329644728,4.23410650459726,3
813,13434,10,300,75,2.3978952727983707,5.707110264748875,4.330733340286331,1
814,13435,101,2129,6,4.624972813284271,7.6638772587034705,1.9459101490553132,2
815,13436,12,76,2,2.5649493574615367,4.343805421853684,1.0986122886681098,0
816,13437,167,1283,15,5.123963979403259,7.157735484249907,2.772588722239781,2
817,13439,54,242,256,4.007333185232471,5.493061443340548,5.54907608489522,3
818,13441,13,204,92,2.6390573296152584,5.3230099791384085,4.532599493153256,1
819,13447,59,584,24,4.0943445622221,6.371611847231857,3.2188758248682006,0
820,13448,194,1648,17,5.272999558563747,7.407924322559599,2.8903717578961645,2
821,13449,19,222,24,2.995732273553991,5.407171771460119,3.2188758248682006,0
822,13450,71,1982,27,4.276666119016055,7.592366128519796,3.332204510175204,2
823,13451,433,2128,27,6.073044534100405,7.663407664893479,3.332204510175204,2
824,13452,2,2,260,1.0986122886681098,1.0986122886681098,5.564520407322694,1
825,13453,17,134,166,2.8903717578961645,4.90527477843843,5.117993812416755,1
826,13455,46,354,25,3.8501476017100584,5.872117789475416,3.258096538021482,0
827,13456,63,765,18,4.1588830833596715,6.641182169740591,2.9444389791664403,0
828,13458,382,5508,8,5.948034989180646,8.614138397472717,2.1972245773362196,2
829,13460,17,286,30,2.8903717578961645,5.659482215759621,3.4339872044851463,0
830,13461,27,1170,39,3.332204510175204,7.065613363597717,3.6888794541139363,3
831,13462,9,62,253,2.302585092994046,4.143134726391533,5.537334267018537,1
832,13464,41,403,59,3.7376696182833684,6.0014148779611505,4.0943445622221,3
833,13466,17,259,185,2.8903717578961645,5.560681631015528,5.225746673713202,1
834,13467,98,580,11,4.59511985013459,6.364750756851911,2.4849066497880004,2
835,13468,302,2589,2,5.713732805509369,7.859413154693583,1.0986122886681098,2
836,13470,10,100,100,2.3978952727983707,4.61512051684126,4.61512051684126,1
837,13471,254,1583,2,5.541263545158426,7.367708572374371,1.0986122886681098,2
838,13473,21,266,61,3.091042453358316,5.58724865840025,4.127134385045092,3
839,13474,62,129,237,4.143134726391533,4.867534450455582,5.472270673671475,3
840,13475,86,1012,192,4.465908118654584,6.920671504248683,5.262690188904886,3
841,13476,58,417,179,4.07753744390572,6.035481432524756,5.19295685089021,3
842,13477,79,1021,38,4.382026634673881,6.92951677076365,3.6635616461296463,3
843,13479,15,134,201,2.772588722239781,4.90527477843843,5.308267697401205,1
844,13481,109,1142,46,4.700480365792417,7.04141166379481,3.8501476017100584,3
845,13482,11,116,233,2.4849066497880004,4.762173934797756,5.455321115357702,1
846,13483,10,160,66,2.3978952727983707,5.081404364984463,4.204692619390966,1
847,13484,8,44,242,2.1972245773362196,3.8066624897703196,5.493061443340548,1
848,13485,23,277,234,3.1780538303479458,5.627621113690637,5.459585514144159,1
849,13486,69,669,79,4.248495242049359,6.507277712385012,4.382026634673881,3
850,13487,34,265,58,3.5553480614894135,5.583496308781699,4.07753744390572,3
851,13488,422,4518,18,6.0473721790462776,8.41604600941128,2.9444389791664403,2
852,13489,14,560,106,2.70805020110221,6.329720905522696,4.672828834461906,3
853,13491,86,903,52,4.465908118654584,6.806829360392176,3.970291913552122,3
854,13492,50,408,137,3.9318256327243257,6.013715156042802,4.927253685157205,3
855,13493,8,380,276,2.1972245773362196,5.942799375126701,5.6240175061873385,1
856,13494,18,162,312,2.9444389791664403,5.093750200806762,5.746203190540153,1
857,13495,48,829,8,3.8918202981106265,6.721425700790643,2.1972245773362196,0
858,13496,35,341,11,3.58351893845611,5.834810737062605,2.4849066497880004,0
859,13497,19,163,283,2.995732273553991,5.099866427824199,5.648974238161206,1
860,13499,42,1365,18,3.7612001156935624,7.2196420401307355,2.9444389791664403,0
861,13500,65,609,24,4.189654742026425,6.413458957167357,3.2188758248682006,0
862,13501,52,560,289,3.970291913552122,6.329720905522696,5.66988092298052,3
863,13502,18,264,17,2.9444389791664403,5.579729825986222,2.8903717578961645,0
864,13503,17,248,72,2.8903717578961645,5.517452896464707,4.290459441148391,1
865,13504,22,178,65,3.1354942159291497,5.187385805840755,4.189654742026425,1
866,13505,215,2486,73,5.375278407684165,7.818832443803404,4.30406509320417,2
867,13506,26,324,317,3.295836866004329,5.783825182329737,5.762051382780177,3
868,13507,162,1597,4,5.093750200806762,7.37650812632622,1.6094379124341003,2
869,13508,12,24,244,2.5649493574615367,3.2188758248682006,5.501258210544727,1
870,13509,44,1106,9,3.8066624897703196,7.009408932708637,2.302585092994046,0
871,13510,115,1386,2,4.7535901911063645,7.234898420314831,1.0986122886681098,2
872,13512,15,143,261,2.772588722239781,4.969813299576001,5.568344503761097,1
873,13513,10,109,127,2.3978952727983707,4.700480365792417,4.852030263919617,1
874,13514,4,40,74,1.6094379124341003,3.713572066704308,4.31748811353631,1
875,13515,59,681,73,4.0943445622221,6.525029657843462,4.30406509320417,3
876,13516,44,985,22,3.8066624897703196,6.893656354602635,3.1354942159291497,0
877,13517,141,1369,60,4.955827057601261,7.222566018822171,4.110873864173311,3
878,13518,36,382,86,3.6109179126442243,5.948034989180646,4.465908118654584,3
879,13519,8,23,79,2.1972245773362196,3.1780538303479458,4.382026634673881,1
880,13520,93,1649,59,4.543294782270004,7.408530566894626,4.0943445622221,3
881,13521,418,718,2,6.037870919922137,6.577861357721047,1.0986122886681098,2
882,13522,5,44,31,1.791759469228055,3.8066624897703196,3.4657359027997265,1
883,13523,172,1752,34,5.153291594497779,7.469083884921234,3.5553480614894135,2
884,13524,27,324,41,3.332204510175204,5.783825182329737,3.7376696182833684,0
885,13525,6,394,15,1.9459101490553132,5.978885764901122,2.772588722239781,0
886,13527,217,1683,34,5.384495062789089,7.428927194802272,3.5553480614894135,2
887,13529,15,74,79,2.772588722239781,4.31748811353631,4.382026634673881,1
888,13531,22,174,206,3.1354942159291497,5.1647859739235145,5.332718793265369,1
889,13532,66,129,34,4.204692619390966,4.867534450455582,3.5553480614894135,0
890,13533,75,202,183,4.330733340286331,5.313205979041787,5.214935757608986,3
891,13534,296,2961,3,5.6937321388027,7.993619994827744,1.3862943611198906,2
892,13536,178,2126,2,5.187385805840755,7.6624678152002375,1.0986122886681098,2
893,13538,25,175,44,3.258096538021482,5.170483995038151,3.8066624897703196,0
894,13539,37,320,86,3.6375861597263857,5.771441123130016,4.465908118654584,3
895,13544,78,112,40,4.3694478524670215,4.727387818712341,3.713572066704308,0
896,13546,97,357,13,4.584967478670572,5.8805329864007,2.6390573296152584,0
897,13548,123,436,97,4.820281565605037,6.07993319509559,4.584967478670572,3
898,13549,51,458,26,3.9512437185814275,6.129050210060545,3.295836866004329,0
899,13551,4,12,320,1.6094379124341003,2.5649493574615367,5.771441123130016,1
900,13552,109,1417,67,4.700480365792417,7.257002707092073,4.219507705176107,3
901,13555,135,2636,74,4.912654885736052,7.877397186353287,4.31748811353631,3
902,13557,34,546,29,3.5553480614894135,6.304448802421981,3.4011973816621555,0
903,13558,169,338,6,5.135798437050262,5.82600010738045,1.9459101490553132,2
904,13560,32,63,8,3.4965075614664802,4.1588830833596715,2.1972245773362196,0
905,13561,14,83,216,2.70805020110221,4.430816798843313,5.37989735354046,1
906,13562,82,757,82,4.418840607796598,6.630683385642372,4.418840607796598,3
907,13563,49,209,85,3.912023005428146,5.3471075307174685,4.454347296253507,3
908,13564,81,636,145,4.406719247264253,6.456769655572163,4.983606621708336,3
909,13565,38,172,20,3.6635616461296463,5.153291594497779,3.044522437723423,0
910,13566,169,567,41,5.135798437050262,6.342121418721152,3.7376696182833684,3
911,13568,43,66,174,3.784189633918261,4.204692619390966,5.1647859739235145,1
912,13569,79,156,18,4.382026634673881,5.056245805348308,2.9444389791664403,0
913,13570,27,161,244,3.332204510175204,5.087596335232384,5.501258210544727,1
914,13571,340,1757,13,5.831882477283517,7.471932078245122,2.6390573296152584,2
915,13572,33,534,206,3.5263605246161616,6.282266746896006,5.332718793265369,3
916,13573,25,302,51,3.258096538021482,5.713732805509369,3.9512437185814275,0
917,13575,46,449,24,3.8501476017100584,6.1092475827643655,3.2188758248682006,0
918,13576,126,2646,11,4.844187086458591,7.881182202227102,2.4849066497880004,2
919,13577,83,791,26,4.430816798843313,6.674561391814426,3.295836866004329,3
920,13579,23,176,15,3.1780538303479458,5.176149732573829,2.772588722239781,0
921,13581,10,30,310,2.3978952727983707,3.4339872044851463,5.739792912179234,1
922,13583,53,725,156,3.9889840465642745,6.587550014824796,5.056245805348308,3
923,13584,24,37,307,3.2188758248682006,3.6375861597263857,5.730099782973574,1
924,13587,8,180,64,2.1972245773362196,5.198497031265826,4.174387269895637,1
925,13588,174,2606,16,5.1647859739235145,7.865955413933502,2.833213344056216,2
926,13589,21,114,15,3.091042453358316,4.74493212836325,2.772588722239781,0
927,13590,87,1848,12,4.477336814478207,7.522400231387125,2.5649493574615367,2
928,13591,58,485,65,4.07753744390572,6.186208623900494,4.189654742026425,3
929,13592,16,84,36,2.833213344056216,4.442651256490317,3.6109179126442243,1
930,13593,127,719,109,4.852030263919617,6.579251212010101,4.700480365792417,3
931,13594,26,359,53,3.295836866004329,5.886104031450156,3.9889840465642745,3
932,13596,146,384,6,4.990432586778736,5.953243334287785,1.9459101490553132,2
933,13598,35,52,48,3.58351893845611,3.970291913552122,3.8918202981106265,1
934,13599,246,3293,2,5.5093883366279774,8.099857910737585,1.0986122886681098,2
935,13600,19,324,313,2.995732273553991,5.783825182329737,5.749392985908253,1
936,13601,99,548,46,4.605170185988092,6.3080984415095305,3.8501476017100584,3
937,13602,23,267,65,3.1780538303479458,5.5909869805108565,4.189654742026425,3
938,13603,27,164,27,3.332204510175204,5.10594547390058,3.332204510175204,0
939,13606,40,276,30,3.713572066704308,5.6240175061873385,3.4339872044851463,0
940,13607,97,288,41,4.584967478670572,5.666426688112432,3.7376696182833684,3
941,13610,215,488,13,5.375278407684165,6.192362489474872,2.6390573296152584,2
942,13611,72,754,90,4.290459441148391,6.626717749249025,4.51085950651685,3
943,13614,195,564,25,5.278114659230517,6.336825731146441,3.258096538021482,2
944,13615,23,189,319,3.1780538303479458,5.247024072160486,5.768320995793772,1
945,13617,44,300,41,3.8066624897703196,5.707110264748875,3.7376696182833684,0
946,13618,13,246,174,2.6390573296152584,5.5093883366279774,5.1647859739235145,1
947,13621,19,343,117,2.995732273553991,5.840641657373398,4.770684624465665,3
948,13623,78,286,31,4.3694478524670215,5.659482215759621,3.4657359027997265,0
949,13626,19,209,253,2.995732273553991,5.3471075307174685,5.537334267018537,1
950,13627,92,1269,60,4.532599493153256,7.146772179452637,4.110873864173311,3
951,13629,59,4372,24,4.0943445622221,8.38320455141292,3.2188758248682006,2
952,13630,71,1391,6,4.276666119016055,7.238496840894365,1.9459101490553132,2
953,13631,11,467,100,2.4849066497880004,6.148468295917647,4.61512051684126,1
954,13632,145,1031,25,4.983606621708336,6.939253946041508,3.258096538021482,2
955,13634,186,700,34,5.231108616854587,6.55250788703459,3.5553480614894135,2
956,13635,62,677,68,4.143134726391533,6.519147287940395,4.23410650459726,3
957,13636,63,592,37,4.1588830833596715,6.385194398997726,3.6375861597263857,3
958,13637,99,405,53,4.605170185988092,6.0063531596017325,3.9889840465642745,3
959,13638,8,93,16,2.1972245773362196,4.543294782270004,2.833213344056216,0
960,13639,40,800,75,3.713572066704308,6.68586094706836,4.330733340286331,3
961,13642,57,151,216,4.060443010546419,5.0238805208462765,5.37989735354046,3
962,13643,28,273,32,3.367295829986474,5.6131281063880705,3.4965075614664802,0
963,13644,146,2067,17,4.990432586778736,7.63433723562832,2.8903717578961645,2
964,13645,5,158,121,1.791759469228055,5.0689042022202315,4.804021044733257,1
965,13647,78,887,10,4.3694478524670215,6.78897174299217,2.3978952727983707,2
966,13649,23,139,257,3.1780538303479458,4.941642422609304,5.552959584921617,1
967,13650,96,922,17,4.574710978503383,6.827629234502852,2.8903717578961645,2
968,13651,6,33,36,1.9459101490553132,3.5263605246161616,3.6109179126442243,1
969,13652,63,578,46,4.1588830833596715,6.361302477572996,3.8501476017100584,3
970,13654,166,2182,44,5.117993812416755,7.688455356549944,3.8066624897703196,2
971,13655,56,605,115,4.04305126783455,6.406879986069314,4.7535901911063645,3
972,13656,49,490,165,3.912023005428146,6.19644412779452,5.111987788356544,3
973,13657,16,209,11,2.833213344056216,5.3471075307174685,2.4849066497880004,0
974,13658,108,1019,10,4.6913478822291435,6.927557906278317,2.3978952727983707,2
975,13659,103,882,206,4.6443908991413725,6.78332520060396,5.332718793265369,3
976,13662,52,533,86,3.970291913552122,6.280395838960195,4.465908118654584,3
977,13663,13,91,180,2.6390573296152584,4.5217885770490405,5.198497031265826,1
978,13666,12,41,61,2.5649493574615367,3.7376696182833684,4.127134385045092,1
979,13667,83,149,150,4.430816798843313,5.0106352940962555,5.017279836814924,3
980,13668,463,3722,3,6.139884552226255,8.222285073872717,1.3862943611198906,2
981,13669,9,237,51,2.302585092994046,5.472270673671475,3.9512437185814275,1
982,13670,25,282,76,3.258096538021482,5.645446897643238,4.343805421853684,3
983,13672,6,57,302,1.9459101490553132,4.060443010546419,5.713732805509369,1
984,13673,60,114,19,4.110873864173311,4.74493212836325,2.995732273553991,0
985,13675,25,330,152,3.258096538021482,5.802118375377063,5.030437921392435,3
986,13678,16,924,152,2.833213344056216,6.829793737512425,5.030437921392435,3
987,13680,194,1934,2,5.272999558563747,7.5678626054638825,1.0986122886681098,2
988,13681,57,360,18,4.060443010546419,5.8888779583328805,2.9444389791664403,0
989,13682,3,10,188,1.3862943611198906,2.3978952727983707,5.241747015059643,1
990,13684,29,38,286,3.4011973816621555,3.6635616461296463,5.659482215759621,1
991,13685,39,5056,3,3.6888794541139363,8.528528701079983,1.3862943611198906,2
992,13686,8,70,183,2.1972245773362196,4.2626798770413155,5.214935757608986,1
993,13689,6,512,64,1.9459101490553132,6.240275845170769,4.174387269895637,1
994,13690,9,67,60,2.302585092994046,4.219507705176107,4.110873864173311,1
995,13692,53,1226,25,3.9889840465642745,7.112327444710911,3.258096538021482,3
996,13694,568,63312,4,6.343880434126331,11.055845958294505,1.6094379124341003,2
997,13695,90,1603,32,4.51085950651685,7.38025578842646,3.4965075614664802,2
998,13697,12,177,39,2.5649493574615367,5.181783550292085,3.6888794541139363,0
999,13699,14,66,156,2.70805020110221,4.204692619390966,5.056245805348308,1
1000,13700,194,2281,27,5.272999558563747,7.732807530422021,3.332204510175204,2
1001,13703,1,10,319,0.6931471805599453,2.3978952727983707,5.768320995793772,1
1002,13704,134,1531,6,4.90527477843843,7.3343293503005365,1.9459101490553132,2
1003,13705,28,363,8,3.367295829986474,5.8971538676367405,2.1972245773362196,0
1004,13706,20,189,303,3.044522437723423,5.247024072160486,5.717027701406222,1
1005,13707,48,351,268,3.8918202981106265,5.863631175598097,5.594711379601839,3
1006,13708,49,301,272,3.912023005428146,5.71042701737487,5.60947179518496,3
1007,13709,335,3508,4,5.817111159963204,8.163086375583216,1.6094379124341003,2
1008,13710,8,176,32,2.1972245773362196,5.176149732573829,3.4965075614664802,0
1009,13711,13,140,219,2.6390573296152584,4.948759890378168,5.393627546352362,1
1010,13712,10,352,247,2.3978952727983707,5.8664680569332965,5.5134287461649825,1
1011,13715,104,562,282,4.653960350157523,6.333279628139691,5.645446897643238,3
1012,13716,21,138,270,3.091042453358316,4.9344739331306915,5.602118820879701,1
1013,13717,102,1959,33,4.634728988229636,7.580699752224563,3.5263605246161616,2
1014,13718,12,173,247,2.5649493574615367,5.159055299214529,5.5134287461649825,1
1015,13719,60,609,16,4.110873864173311,6.413458957167357,2.833213344056216,0
1016,13720,43,501,117,3.784189633918261,6.218600119691729,4.770684624465665,3
1017,13721,28,316,37,3.367295829986474,5.75890177387728,3.6375861597263857,0
1018,13722,85,1401,132,4.454347296253507,7.2456550675945355,4.890349128221754,3
1019,13723,6,43,218,1.9459101490553132,3.784189633918261,5.389071729816501,1
1020,13725,104,806,50,4.653960350157523,6.693323668269949,3.9318256327243257,3
